,Unnamed: 0,Kommune,Bundesland,Haushalte mit niedrigem Einkommen (%),GKZ,Allgemeine Deckungsmittel (Euro je Einwohner:in),ARS,Anteil ab 65-Jährige (%),Langzeitarbeitslosenquote (%),Verschuldung im Kernhaushalt (Euro je Einwohner:in),Verwaltungstyp,socioeconomic_vulnerability_index,ags,starkregentage_jetzt,starkregentage_zukunft,trockentage_jetzt,trockentage_zukunft,tropennächte_jetzt,tropennächte_zukunft,heiße_tage_jetzt,heiße_tage_zukunft,schwüle_tage_jetzt,schwüle_tage_zukunft,climate_vulnerability_index
0,0,"Ahrweiler, LK",Rheinland-Pfalz,38.7,7131000,1.597,71310000000,25.1,1.7,1.743,Landkreis,2.283946323335594,7131000,3.2,0.7,59.9,2.5,0.0,0.8,3.7,2.4,2.6,9.2,1.8799297830076558
1,1,"Aichach-Friedberg, LK",Bayern,28.1,9771000,1.798,97710000000,20.4,0.8,621.0,Landkreis,2.4423862243007903,9771000,5.6,1.2,54.2,2.3,0.0,0.9,4.5,5.2,2.3,15.0,2.7363870585715544
2,2,"Alb-Donau-Kreis, LK",Baden-Württemberg,31.8,8425000,1.946,84250000000,19.9,0.9,425.0,Landkreis,2.2739496860148014,8425000,4.8,1.2,55.0,2.6,0.0,0.6,2.2,3.1,1.1,10.8,2.257612790243534
3,3,"Altenburger Land, LK",Th�ringen,53.6,16077000,1.758,160770000000,31.700000000000003,3.6,577.0,Landkreis,3.5017991258428225,16077000,3.0,0.9,60.4,1.5,0.0,2.0,5.9,4.7,3.7,11.3,2.3534530003905614
4,4,"Altenkirchen (Westerwald), LK",Rheinland-Pfalz,41.8,7132000,1.657,71320000000,23.0,2.6,2.463,Landkreis,2.362975666947215,7132000,6.9,1.3,56.8,3.1,0.1,1.0,4.2,2.6,3.5,10.5,2.4232416354847786
5,5,"Altmarkkreis Salzwedel, LK",Sachsen-Anhalt,51.8,15081000,1.472,150810000000,25.9,3.2,620.0,Landkreis,3.356938112381595,15081000,1.8,0.7,62.8,1.6,0.0,1.4,6.4,3.2,3.4,10.3,1.9407213410101674
6,6,"Alt�tting, LK",Bayern,36.7,9171000,2.28,91710000000,22.2,1.3,1.189,Landkreis,1.973128666293226,9171000,7.1,1.4,52.6,2.0,0.0,1.2,4.7,6.7,3.9,16.8,3.0902951885401837
7,7,"Alzey-Worms, LK",Rheinland-Pfalz,35.7,7331000,1.603,73310000000,21.3,1.8,2.321,Landkreis,2.127816078960479,7331000,2.1,0.8,63.7,2.5,0.2,3.0,8.7,6.3,5.5,12.3,2.987580264489604
8,8,"Amberg-Sulzbach, LK",Bayern,40.8,9371000,1.791,93710000000,22.0,0.9,1.581,Landkreis,2.099420462595968,9371000,4.8,1.1,58.4,2.1,0.0,0.8,4.3,4.1,1.4,11.1,2.2671022681936344
9,9,"Ammerland, LK",Niedersachsen,44.3,3451000,1.691,34510000000,23.8,1.5,434.0,Landkreis,2.740179465041161,3451000,2.8,0.7,56.5,2.4,0.1,0.7,2.8,1.5,5.1,9.4,1.74496890210357
10,10,"Anhalt-Bitterfeld, LK",Sachsen-Anhalt,52.4,15082000,1.571,150820000000,29.1,3.5,847.0,Landkreis,3.705087875851712,15082000,2.1,0.8,64.5,1.1,0.1,2.0,7.6,4.8,4.1,11.3,2.226230897156464
11,11,"Ansbach, LK",Bayern,39.7,9571000,1.823,95710000000,20.8,0.9,924.0,Landkreis,2.9719679994605053,9571000,3.4,0.9,60.1,2.5,0.0,1.6,4.0,4.7,1.8,11.2,2.507164484984399
12,12,"Aschaffenburg, LK",Bayern,34.1,9671000,1.808,96710000000,22.5,1.1,730.0,Landkreis,2.7523683902921023,9671000,5.3,1.1,58.6,3.1,0.0,2.0,5.1,5.1,3.7,12.1,2.9149579621953734
13,13,"Augsburg, LK",Bayern,29.7,9772000,1.903,97720000000,21.0,0.9,888.0,Landkreis,2.7478722201119155,9772000,6.1,1.2,53.8,2.3,0.0,0.7,3.6,4.9,2.2,14.3,2.6210219470096883
14,14,"Aurich, LK",Niedersachsen,47.3,3452000,1.796,34520000000,24.1,3.8,2.263,Landkreis,2.5952632381644167,3452000,3.0,1.0,56.5,1.7,0.1,0.7,1.5,1.0,5.3,9.4,1.651265753677783
15,15,"Bad D�rkheim, LK",Rheinland-Pfalz,33.2,7332000,1.646,73320000000,25.0,2.0,2.749,Landkreis,2.207414979018903,7332000,3.0,0.8,62.8,2.9,0.3,2.3,6.5,6.0,4.3,12.2,2.905128318193844
16,16,"Bad Kissingen, LK",Bayern,41.2,9672000,1.79,96720000000,25.5,1.5,803.0,Landkreis,3.0890853654893573,9672000,4.3,1.0,59.7,2.5,0.0,1.0,4.6,3.5,1.8,10.0,2.2236360811191043
17,17,"Bad Kreuznach, LK",Rheinland-Pfalz,39.9,7133000,1.667,71330000000,24.1,3.5,2.083,Landkreis,2.458644512179478,7133000,2.5,0.8,63.1,2.4,0.0,1.4,5.0,4.1,2.9,10.7,2.3019335920275155
18,18,"Bad T�lz-Wolfratshausen, LK",Bayern,31.7,9173000,1.821,91730000000,21.9,0.7,605.0,Landkreis,2.518704254101271,9173000,17.3,1.9,44.4,2.4,0.0,0.3,1.8,2.3,0.6,5.8,2.0659449686921243
19,19,"Bamberg, LK",Bayern,38.5,9471000,1.821,94710000000,20.2,0.8,631.0,Landkreis,2.625430791064116,9471000,3.6,1.0,59.5,2.0,0.0,1.6,5.7,4.6,2.5,12.0,2.4677199215518293
20,20,"Barnim, LK",Brandenburg,46.1,12060000,1.757,120600000000,24.5,2.8,194.0,Landkreis,2.6786196678306897,12060000,1.9,0.7,63.4,1.3,0.2,1.5,6.7,3.5,3.7,10.1,1.9114786094347784
21,21,"Bautzen, LK",Sachsen,50.7,14625000,1.609,146250000000,28.4,2.9,410.0,Landkreis,3.1374332994675136,14625000,3.6,1.0,60.2,1.1,0.3,2.1,6.6,4.4,3.7,11.2,2.2808658695862154
22,22,"Bayreuth, LK",Bayern,42.4,9472000,1.695,94720000000,23.3,1.1,1.487,Landkreis,2.208673750951436,9472000,5.3,1.3,57.4,1.9,0.0,0.8,3.1,3.1,1.3,10.4,2.1498305469114185
23,23,"Berchtesgadener Land, LK",Bayern,43.0,9172000,1.821,91720000000,23.8,1.5,780.0,Landkreis,3.040284367572354,9172000,20.0,2.2,43.8,2.0,0.0,0.5,1.7,2.2,1.0,4.8,2.069339279939862
24,24,"Bergstra�e, LK",Hessen,38.2,6431000,2.028,64310000000,23.0,1.6,1.373,Landkreis,2.109941442167746,6431000,5.7,1.2,58.9,2.9,0.4,3.7,8.3,6.7,5.6,12.9,3.4756776023752827
25,25,"Bernkastel-Wittlich, LK",Rheinland-Pfalz,42.2,7231000,1.733,72310000000,23.8,1.2,2.499,Landkreis,2.224046068812352,7231000,4.1,0.8,60.3,3.6,0.1,1.0,4.0,3.4,2.8,10.0,2.3870900684111724
26,26,"Biberach, LK",Baden-W�rttemberg,33.7,8426000,1.779,84260000000,19.4,0.9,224.0,Landkreis,2.124252354971944,8426000,5.5,1.2,53.5,2.5,0.0,0.5,3.1,4.0,1.1,12.6,2.4247865563016813
27,27,"Birkenfeld, LK",Rheinland-Pfalz,44.4,7134000,4.355,71340000000,24.9,3.5,3.232,Landkreis,1.9949070168593,7134000,5.5,0.9,60.5,3.6,0.1,0.7,2.2,2.3,1.7,8.9,2.179831827783587
28,28,"B�blingen, LK",Baden-W�rttemberg,28.9,8115000,2.071,81150000000,20.6,1.4,452.0,Landkreis,2.29948207602083,8115000,4.4,1.0,58.3,2.2,0.1,1.5,4.1,4.8,2.1,12.1,2.5246720127331295
29,29,"Bodenseekreis, LK",Baden-W�rttemberg,33.9,8435000,2.05,84350000000,23.3,1.0,474.0,Landkreis,2.4511917828758296,8435000,8.2,1.8,53.0,2.8,0.0,1.8,3.3,5.1,4.3,14.3,3.239613911531629
30,30,"B�rde, LK",Sachsen-Anhalt,51.7,15083000,1.557,150830000000,25.200000000000003,2.1,949.0,Landkreis,3.52875961630412,15083000,1.7,0.7,64.2,1.7,0.1,1.5,6.4,3.6,3.3,10.7,2.0539252432607227
31,31,"Borken, LK",Nordrhein-Westfalen,38.7,5554000,1.917,55540000000,19.8,2.0,1.037,Landkreis,2.0903358252376325,5554000,3.7,0.8,58.3,2.5,0.1,1.4,4.5,3.1,5.3,11.7,2.270324396625217
32,32,"Breisgau-Hochschwarzwald, LK",Baden-W�rttemberg,37.3,8315000,1.955,83150000000,22.8,1.3,815.0,Landkreis,2.8948800687274003,8315000,11.0,1.9,54.9,3.8,0.1,2.3,4.7,4.1,4.2,9.9,3.242379335542313
33,33,"Burgenlandkreis, LK",Sachsen-Anhalt,53.8,15084000,1.5,150840000000,28.9,3.3,1.003,Landkreis,2.8597454401474587,15084000,2.7,0.7,62.7,1.4,0.0,2.1,6.2,4.9,3.9,11.4,2.2912356846786692
34,34,"Calw, LK",Baden-W�rttemberg,35.5,8235000,1.872,82350000000,21.5,1.3,1.37,Landkreis,2.017473042587892,8235000,9.7,1.3,55.4,2.8,0.1,0.9,2.1,2.9,1.0,10.1,2.3428784557301183
35,35,"Celle, LK",Niedersachsen,45.1,3351000,1.962,33510000000,23.9,2.9,2.617,Landkreis,2.4167862572523195,3351000,2.5,0.8,58.6,1.9,0.1,1.0,5.2,3.2,3.5,10.5,1.989101562664046
36,36,"Cham, LK",Bayern,45.7,9372000,1.854,93720000000,22.3,0.8,743.0,Landkreis,2.921824271912585,9372000,5.0,1.2,54.9,2.1,0.0,0.6,3.5,3.9,1.3,10.5,2.2126620513272774
37,37,"Cloppenburg, LK",Niedersachsen,43.0,3453000,1.682,34530000000,17.0,2.0,757.0,Landkreis,2.898328301871578,3453000,2.6,0.6,56.8,2.5,0.1,0.9,3.7,2.0,5.7,9.9,1.8517490204477594
38,38,"Coburg, LK",Bayern,38.8,9473000,1.788,94730000000,24.0,1.3,886.0,Landkreis,3.064444441986985,9473000,3.4,1.1,58.6,2.0,0.0,1.0,5.3,3.7,2.0,10.0,2.171055228688177
39,39,"Cochem-Zell, LK",Rheinland-Pfalz,40.6,7135000,1.656,71350000000,25.4,1.5,1.73,Landkreis,2.292005685667182,7135000,3.7,0.8,60.8,2.9,0.0,0.7,4.0,3.1,3.1,9.8,2.1152123518072896
40,40,"Coesfeld, LK",Nordrhein-Westfalen,37.1,5558000,1.796,55580000000,22.0,1.3,609.0,Landkreis,2.6923678522521364,5558000,3.8,0.9,58.9,2.3,0.1,1.4,5.2,3.2,5.9,11.6,2.271725481796917
41,41,"Cuxhaven, LK",Niedersachsen,43.0,3352000,1.901,33520000000,26.1,3.3,1.614,Landkreis,2.5011916646812216,3352000,3.3,1.0,55.5,1.9,0.1,0.7,2.3,1.3,5.1,9.4,1.7333675599175202
42,42,"Dachau, LK",Bayern,27.5,9174000,1.873,91740000000,19.1,0.6,861.0,Landkreis,2.5983063828981887,9174000,6.5,1.2,54.2,2.4,0.0,1.0,4.6,4.9,2.3,15.0,2.7453216668976435
43,43,"Dahme-Spreewald, LK",Brandenburg,45.6,12061000,2.261,120610000000,24.4,1.7,292.0,Landkreis,2.538658418999989,12061000,2.2,0.7,64.3,1.1,0.2,2.0,7.9,4.8,4.3,11.5,2.1946573981916604
44,44,"Darmstadt-Dieburg, LK",Hessen,35.1,6432000,1.925,64320000000,21.6,2.8,1.513,Landkreis,2.167165953730273,6432000,3.8,0.9,59.9,2.8,0.2,3.3,8.6,7.0,5.3,13.1,3.2893894439334956
45,45,"Deggendorf, LK",Bayern,42.3,9271000,1.856,92710000000,21.1,0.9,1.028,Landkreis,2.0847542021690795,9271000,8.0,1.4,55.1,1.6,0.0,1.6,4.5,6.4,4.0,13.3,2.830672373897085
46,46,"Diepholz, LK",Niedersachsen,38.7,3251000,1.778,32510000000,23.0,2.2,537.0,Landkreis,2.780245417219916,3251000,2.2,0.7,58.7,1.8,0.1,1.1,4.7,2.4,4.9,10.8,1.867324740990849
47,47,"Dillingen an der Donau, LK",Bayern,36.9,9773000,1.839,97730000000,20.9,0.7,976.0,Landkreis,2.952807327345992,9773000,4.7,1.0,57.0,2.6,0.0,1.0,4.0,5.0,3.2,13.1,2.604383207555886
48,48,"Dingolfing-Landau, LK",Bayern,37.4,9279000,2.489,92790000000,19.7,1.0,600.0,Landkreis,2.440414287283672,9279000,4.7,1.1,56.2,2.0,0.0,1.6,5.4,7.0,3.6,15.4,2.9894412037678637
49,49,"Dithmarschen, LK",Schleswig-Holstein,46.1,1051000,1.932,10510000000,25.5,2.8,1.595,Landkreis,2.476533318537808,1051000,3.8,1.3,56.8,1.3,0.1,0.6,1.7,0.9,3.8,8.6,1.6077412974185177
50,50,"Donau-Ries, LK",Bayern,37.0,9779000,2.026,97790000000,20.7,0.5,585.0,Landkreis,2.490941107504166,9779000,4.0,0.9,57.2,2.5,0.0,1.1,3.9,4.7,2.6,12.5,2.4865062216790768
51,51,"Donnersbergkreis, LK",Rheinland-Pfalz,39.6,7333000,1.642,73330000000,23.0,2.7,3.863,Landkreis,2.3396851070593017,7333000,2.6,0.7,62.4,2.6,0.1,1.5,6.0,4.8,2.9,11.6,2.4597134206006244
52,52,"D�ren, LK",Nordrhein-Westfalen,41.9,5358000,1.949,53580000000,22.0,4.0,2.26,Landkreis,2.4267985699961563,5358000,3.1,0.8,59.6,2.7,0.2,1.7,4.8,3.6,4.9,11.0,2.3925715713571787
53,53,"Ebersberg, LK",Bayern,20.6,9175000,1.918,91750000000,19.0,0.6,1.375,Landkreis,1.5929521238947095,9175000,9.1,1.5,50.8,2.2,0.0,0.6,3.6,5.3,1.9,14.4,2.7599687551182392
54,54,"Eichsfeld, LK",Th�ringen,50.0,16061000,1.709,160610000000,25.3,2.0,764.0,Landkreis,3.271148360900638,16061000,3.1,0.9,59.9,1.9,0.0,0.7,2.5,2.0,1.6,9.2,1.7584443072581353
55,55,"Eichst�tt, LK",Bayern,29.8,9176000,1.784,91760000000,18.4,0.4,400.0,Landkreis,2.1478130134311693,9176000,3.9,0.9,56.7,2.4,0.0,0.9,4.4,4.5,2.5,12.5,2.4004925058479163
56,56,"Eifelkreis Bitburg-Pr�m, LK",Rheinland-Pfalz,44.4,7232000,1.746,72320000000,21.4,1.4,2.573,Landkreis,2.2105781179905257,7232000,5.1,0.8,59.5,3.8,0.0,0.5,2.2,1.9,1.8,8.9,2.098779916764307
57,57,"Elbe-Elster, LK",Brandenburg,48.5,12062000,1.818,120620000000,29.4,3.5,418.0,Landkreis,3.158268177015575,12062000,2.4,0.8,63.5,1.2,0.1,2.1,7.7,5.3,5.0,11.9,2.3628338141853447
58,58,"Emmendingen, LK",Baden-W�rttemberg,36.8,8316000,1.932,83160000000,21.9,1.1,508.0,Landkreis,2.5310214657645718,8316000,9.1,1.5,55.6,3.3,0.2,3.0,6.9,6.6,6.8,13.9,3.612125134911536
59,59,"Emsland, LK",Niedersachsen,41.9,3454000,1.823,34540000000,19.9,1.1,589.0,Landkreis,2.6665372470583097,3454000,2.8,0.8,57.3,2.6,0.1,0.9,3.9,2.0,5.3,10.5,1.9982293517106993
60,60,"Ennepe-Ruhr-Kreis, LK",Nordrhein-Westfalen,41.0,5954000,2.075,59540000000,24.3,3.5,2.936,Landkreis,2.398655597345805,5954000,6.3,1.0,56.7,2.7,0.2,2.1,4.1,2.9,4.4,10.9,2.471547314578005
61,61,"Enzkreis, LK",Baden-W�rttemberg,29.2,8236000,1.787,82360000000,21.8,1.3,357.0,Landkreis,2.293405330745162,8236000,5.5,1.1,58.2,2.3,0.0,3.6,5.4,6.8,4.7,12.8,3.275276227432502
62,62,"Erding, LK",Bayern,29.5,9177000,1.886,91770000000,17.6,0.6,896.0,Landkreis,2.62157853107262,9177000,6.8,1.3,53.9,1.9,0.0,0.9,4.4,5.7,2.6,15.0,2.7420984885708406
63,63,"Erlangen-H�chstadt, LK",Bayern,30.6,9572000,2.241,95720000000,21.200000000000003,0.8,672.0,Landkreis,2.4684506598605207,9572000,3.3,0.9,59.9,1.8,0.0,1.9,6.9,6.0,2.5,12.6,2.632079968419152
64,64,"Erzgebirgskreis, LK",Sachsen,52.1,14521000,1.511,145210000000,30.8,2.4,467.0,Landkreis,3.2573345938454628,14521000,6.2,1.4,55.2,1.4,0.0,0.6,1.5,1.4,0.6,6.6,1.6134527274178037
65,65,"Esslingen, LK",Baden-W�rttemberg,28.8,8116000,1.995,81160000000,20.9,1.8,565.0,Landkreis,2.481182561213031,8116000,5.3,1.3,55.4,2.7,0.0,2.4,5.3,6.7,3.6,13.3,3.2404443786510106
66,66,"Euskirchen, LK",Nordrhein-Westfalen,40.6,5366000,1.788,53660000000,22.4,3.4,1.487,Landkreis,2.383091478300332,5366000,4.1,0.7,59.5,2.7,0.1,0.9,2.6,1.9,2.0,8.4,1.8420663617770947
67,67,"Forchheim, LK",Bayern,35.9,9474000,2.125,94740000000,21.4,0.9,688.0,Landkreis,2.619784448586395,9474000,4.8,1.1,58.3,1.8,0.0,1.4,4.8,4.5,1.8,11.7,2.3950120527971306
68,68,"Freising, LK",Bayern,30.5,9178000,2.079,91780000000,16.4,0.8,590.0,Landkreis,2.274569724250596,9178000,5.5,1.2,55.7,2.3,0.0,0.8,4.2,5.3,2.6,15.1,2.734225849260244
69,69,"Freudenstadt, LK",Baden-W�rttemberg,35.6,8237000,2.054,82370000000,21.4,1.6,576.0,Landkreis,2.592942565672141,8237000,16.5,1.4,53.8,3.2,0.0,0.4,1.6,2.6,0.9,10.1,2.3490728375308145
70,70,"Freyung-Grafenau, LK",Bayern,45.3,9272000,1.791,92720000000,23.0,1.0,1.458,Landkreis,2.219640900146202,9272000,10.4,1.5,51.7,2.3,0.0,0.4,1.7,2.1,1.0,6.6,1.912460786413516
71,71,"Friesland, LK",Niedersachsen,45.9,3455000,1.683,34550000000,26.8,1.8,1.051,Landkreis,2.4540071508765258,3455000,3.0,0.9,56.0,2.2,0.1,0.7,1.4,1.0,4.5,9.7,1.7446922547129797
72,72,"Fulda, LK",Hessen,42.3,6631000,2.039,66310000000,21.8,1.1,1.093,Landkreis,2.089004384905861,6631000,4.3,1.0,59.1,2.3,0.0,0.9,2.7,2.4,1.2,8.9,1.9644962182774157
73,73,"F�rstenfeldbruck, LK",Bayern,24.8,9179000,1.979,91790000000,22.0,1.1,935.0,Landkreis,2.7446799445381425,9179000,7.1,1.2,52.6,2.5,0.0,0.7,3.8,4.7,1.8,14.8,2.675414393643514
74,74,"F�rth, LK",Bayern,32.0,9573000,1.713,95730000000,23.3,1.3,1.173,Landkreis,2.042782557296891,9573000,3.6,0.9,59.8,2.1,0.0,1.6,5.3,5.0,2.0,11.6,2.470218672176517
75,75,"Garmisch-Partenkirchen, LK",Bayern,40.1,9180000,1.942,91800000000,25.3,1.0,1.009,Landkreis,2.1640460211008072,9180000,16.4,2.0,42.5,2.1,0.0,0.1,0.7,1.1,0.2,1.8,1.6227526992806118
76,76,"Germersheim, LK",Rheinland-Pfalz,34.7,7334000,1.581,73340000000,20.9,1.5,2.615,Landkreis,2.0701899380941384,7334000,3.8,0.7,61.8,2.5,0.4,4.4,10.8,8.7,10.5,15.3,3.673045305078553
77,77,"Gie�en, LK",Hessen,46.7,6531000,2.129,65310000000,19.9,3.0,1.562,Landkreis,2.300265384848884,6531000,3.2,0.9,62.1,2.3,0.0,1.5,5.2,4.4,2.9,11.0,2.3935500737026447
78,78,"Gifhorn, LK",Niedersachsen,39.5,3151000,1.649,31510000000,20.9,2.2,1.006,Landkreis,2.2159121548718645,3151000,2.2,0.7,59.7,1.7,0.0,1.1,5.6,3.2,4.0,10.6,1.9235644782650692
79,79,"G�ppingen, LK",Baden-W�rttemberg,33.7,8117000,1.902,81170000000,22.1,1.7,478.0,Landkreis,2.5241027208676394,8117000,7.1,1.4,54.5,2.9,0.1,1.9,3.6,5.1,2.3,12.2,2.984118235000147
80,80,"G�rlitz, LK",Sachsen,51.7,14626000,1.985,146260000000,30.700000000000003,4.7,699.0,Landkreis,3.634873942083603,14626000,3.3,0.9,59.9,1.2,0.3,1.9,5.6,4.4,3.1,10.7,2.1922195414897594
81,81,"Goslar, LK",Niedersachsen,47.1,3153000,1.969,31530000000,27.9,3.2,1.06,Landkreis,2.601434541307728,3153000,7.2,1.1,55.8,1.2,0.0,1.0,2.1,1.7,1.5,8.1,1.6375987426454839
82,82,"Gotha, LK",Th�ringen,51.4,16067000,1.816,160670000000,26.2,2.5,561.0,Landkreis,3.149398746472361,16067000,3.5,0.7,60.2,1.1,0.0,1.0,3.1,2.6,1.9,9.1,1.6028482607435777
83,83,"G�ttingen, LK",Niedersachsen,47.4,3159000,1.982,31590000000,23.4,3.6,1.545,Landkreis,2.5141055540799653,3159000,4.6,1.2,58.0,2.1,0.0,0.8,3.0,2.3,2.0,9.1,1.9846363582914428
84,84,Grafschaft Bentheim,Niedersachsen,42.9,3456000,1.74,34560000000,21.3,1.4,914.0,Landkreis,3.1057913864643742,3456000,3.2,0.8,58.4,2.5,0.1,1.1,4.6,2.5,5.3,11.2,2.112773445210168
85,85,"Greiz, LK",Th�ringen,51.9,16076000,1.744,160760000000,30.8,2.3,556.0,Landkreis,3.283724210776969,16076000,3.3,0.9,59.7,1.2,0.0,1.0,4.2,3.2,2.4,10.2,1.848056014009802
86,86,"Gro�-Gerau, LK",Hessen,38.0,6433000,2.065,64330000000,19.700000000000003,2.3,2.329,Landkreis,2.077969669043667,6433000,2.3,0.8,63.1,2.3,0.6,4.3,12.0,7.8,6.8,12.7,3.3910864945678423
87,87,"G�nzburg, LK",Bayern,37.6,9774000,1.899,97740000000,20.0,0.6,438.0,Landkreis,2.369549026897887,9774000,5.7,1.2,54.4,2.5,0.0,0.7,3.5,4.8,2.7,14.1,2.645241979850411
88,88,"G�tersloh, LK",Nordrhein-Westfalen,35.4,5754000,2.094,57540000000,20.3,2.0,555.0,Landkreis,2.570795964463938,5754000,3.6,1.0,57.9,2.2,0.1,1.5,5.3,3.2,4.7,11.8,2.322906823898975
89,89,"Hameln-Pyrmont, LK",Niedersachsen,45.6,3252000,2.014,32520000000,25.700000000000003,3.5,2.329,Landkreis,2.5340001379130963,3252000,4.3,0.9,57.3,1.7,0.0,1.0,3.6,2.4,3.2,10.5,1.8930067529260581
90,90,"Harburg, LK",Niedersachsen,36.1,3353000,1.823,33530000000,22.5,1.9,757.0,Landkreis,2.8998005429931366,3353000,2.7,0.6,57.9,1.4,0.1,0.8,3.4,2.4,3.3,9.8,1.6102610459476145
91,91,"Harz, LK",Sachsen-Anhalt,51.7,15085000,1.525,150850000000,29.6,2.5,1.453,Landkreis,2.750796915914713,15085000,3.2,0.8,62.4,1.1,0.0,1.1,3.3,2.6,2.1,8.9,1.654029602845636
92,92,"Ha�berge, LK",Bayern,40.3,9674000,1.677,96740000000,22.2,1.1,834.0,Landkreis,2.9860191702050747,9674000,3.1,0.9,60.5,2.4,0.0,1.5,5.6,4.5,2.4,11.9,2.48242527895716
93,93,"Havelland, LK",Brandenburg,45.7,12063000,1.766,120630000000,23.2,2.9,343.0,Landkreis,2.792795335111524,12063000,1.7,0.7,63.5,1.3,0.1,1.7,7.4,3.8,4.1,10.2,1.991129435282359
94,94,"Heidekreis, LK",Niedersachsen,45.0,3358000,1.841,33580000000,22.7,3.7,1.871,Landkreis,2.491936234804011,3358000,2.6,0.8,57.7,1.7,0.1,1.0,4.7,2.7,3.3,10.3,1.8721064887724208
95,95,"Heidenheim, LK",Baden-W�rttemberg,35.3,8135000,2.012,81350000000,22.3,1.6,1.028,Landkreis,2.0408422904379107,8135000,5.3,1.2,56.3,3.0,0.0,0.8,2.4,3.5,1.5,11.4,2.4737578689646775
96,96,"Heilbronn, LK",Baden-W�rttemberg,32.0,8125000,1.938,81250000000,19.9,1.4,359.0,Landkreis,2.267250340876486,8125000,4.6,1.1,59.2,2.5,0.1,3.2,8.0,7.3,6.7,14.2,3.3852685002036793
97,97,"Heinsberg, LK",Nordrhein-Westfalen,41.1,5370000,1.755,53700000000,21.8,2.7,940.0,Landkreis,3.254942986831576,5370000,2.8,0.8,59.8,2.9,0.2,2.1,5.4,4.1,6.4,12.2,2.647521827321633
98,98,"Helmstedt, LK",Niedersachsen,42.3,3154000,1.793,31540000000,23.8,3.4,2.988,Landkreis,2.4553815463231983,3154000,2.0,0.7,61.4,1.8,0.1,1.3,5.2,3.1,3.2,10.6,1.9750954354755397
